SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,YEARFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,UTT,STATUS,TDAM,tSire,tSireofdam,url-ut
2022,Y,22FTSARNYB,2022-08-14,1,1,301,301,No Horse,No Horse,,,2021-03-24,2021,1,DKB,F,,Y,,,NY,MALIBU MOON,MALIBU MOON,HADRIANA,HADRIANA,BODEMEISTER,BODEMEISTER,,,,0,,,1901-01-01,TURNING POINT BLOODSTOCK AGENT,,,,PATHFINDER STABLE,,,,35000,,,,,T,0.0,,HADRIANA,MALIBU MOON,BODEMEISTER,
2022,Y,22FTSARNYB,2022-08-14,1,1,302,302,No Horse,No Horse,,,2021-03-05,2021,1,GRR,C,,Y,,,NY,KANTHAROS,KANTHAROS,HEAVENLY SCORE,HEAVENLY SCORE,EVEN THE SCORE,EVEN THE SCORE,,,,0,,,1901-01-01,DENALI STUD AGENT X,,,,NOT SOLD,,,,19000,,,,,T,0.0,,HEAVENLY SCORE,KANTHAROS,EVEN THE SCORE,
2022,Y,22FTSARNYB,2022-08-14,1,1,303,303,No Horse,No Horse,,,2021-03-05,2021,1,CH,C,,Y,,,NY,SOLOMINI,SOLOMINI,HEAVEN'S HUMOR,HEAVEN'S HUMOR,DROSSELMEYER,DROSSELMEYER,,,,0,,,1901-01-01,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,47000,,,,,T,0.0,,HEAVEN'S HUMOR,SOLOMINI,DROSSELMEYER,
2022,Y,22FTSARNYB,2022-08-14,1,1,304,304,No Horse,No Horse,,,2021-02-24,2021,1,B,F,,Y,,,NY,FROSTED,FROSTED,HELOTES,HELOTES,PAYNTER,PAYNTER,,,,0,,,1901-01-01,TURNING POINT BLOODSTOCK AGENT,,,,KINGS EQUINE,,,,38000,,,,,T,0.0,,HELOTES,FROSTED,PAYNTER,
2022,Y,22FTSARNYB,2022-08-14,1,1,305,305,No Horse,No Horse,,,2021-03-26,2021,1,B,C,,Y,,,NY,BOLT D'ORO,BOLT D'ORO,HOLIDAY WISHES,HOLIDAY WISHES,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,0,,,1901-01-01,RFHF BLOODSTOCK LLC AGENT,,,,NEW PROJECTS,,,,80000,,,,,T,0.0,,HOLIDAY WISHES,BOLT D'ORO,HARLAN'S HOLIDAY,
2022,Y,22FTSARNYB,2022-08-14,1,1,306,306,No Horse,No Horse,,,2021-03-22,2021,1,CH,C,,Y,,,NY,SOLOMINI,SOLOMINI,HOLLY'S STAR,HOLLY'S STAR,DUBLIN,DUBLIN,,,,0,,,1901-01-01,DENALI STUD AGENT XI,,,,NOT SOLD,,,,105000,,,,,T,0.0,,HOLLY'S STAR,SOLOMINI,DUBLIN,
2022,Y,22FTSARNYB,2022-08-14,1,1,307,307,No Horse,No Horse,,,2021-02-11,2021,1,B,F,,Y,,,NY,ALGORITHMS,ALGORITHMS,HUG DOC,HUG DOC,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,0,,,1901-01-01,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,TEAM FUN,,,,30000,,,,,T,0.0,,HUG DOC,ALGORITHMS,MEDAGLIA D'ORO,
2022,Y,22FTSARNYB,2022-08-14,1,1,308,308,No Horse,No Horse,,,2021-02-24,2021,1,CH,F,,Y,,,NY,CATALINA CRUISER,CATALINA CRUISER,I DAZZLE,I DAZZLE,HOLD THAT TIGER,HOLD THAT TIGER,,,,0,,,1901-01-01,FOUR STAR SALES AGENT,,,,CHEYENNE STABLES LLC,,,,150000,,,,,T,0.0,,I DAZZLE,CATALINA CRUISER,HOLD THAT TIGER,
2022,Y,22FTSARNYB,2022-08-14,1,1,309,309,No Horse,No Horse,,,2021-03-05,2021,1,GRR,C,,Y,,,NY,DESTIN,DESTIN,I DRINK ALONE,I DRINK ALONE,INTIDAB,INTIDAB,,,,0,,,1901-01-01,FOUR STAR SALES AGENT,,,,BEN MCELROY AGT. FOR SMART CHOICE STABLES/CHRIS CARNEY,,,,175000,,,,,T,0.0,,I DRINK ALONE,DESTIN,INTIDAB,
2022,Y,22FTSARNYB,2022-08-14,1,1,310,310,No Horse,No Horse,,,2021-02-03,2021,1,B,F,,Y,,,NY,SOLOMINI,SOLOMINI,IMPISHNESS,IMPISHNESS,INTO MISCHIEF,INTO MISCHIEF,,,,0,,,1901-01-01,BALLYSAX BLOODSTOCK AGENT I,,,,OUT,,,,0,,,,,T,0.0,,IMPISHNESS,SOLOMINI,INTO MISCHIEF,
2022,Y,22FTSARNYB,2022-08-14,1,1,311,311,No Horse,No Horse,,,2021-01-20,2021,1,DKB,F,,Y,,,NY,LAOBAN,LAOBAN,IN THE JEANS,IN THE JEANS,UNION RAGS,UNION RAGS,,,,0,,,1901-01-01,DENALI STUD AGENT VII,,,,GRASSROOTS TRN & SALES LLC,,,,37000,,,,,T,0.0,,IN THE JEANS,LAOBAN,UNION RAGS,
2022,Y,22FTSARNYB,2022-08-14,1,1,312,312,No Horse,No Horse,,,2021-02-18,2021,1,B,C,,Y,,,NY,VINO ROSSO,VINO ROSSO,IT'S ALL ME,IT'S ALL ME,CONGRATS,CONGRATS,,,,0,,,1901-01-01,PERRONE SALES LTD. AGENT,,,,EAC RACING STABLE,,,,20000,,,,,T,0.0,,IT'S ALL ME,VINO ROSSO,CONGRATS,
2022,Y,22FTSARNYB,2022-08-14,1,1,313,313,No Horse,No Horse,,,2021-04-09,2021,1,DKB,C,,Y,,,NY,MITOLE,MITOLE,IWASREADYYESTERDAY,IWASREADYYESTERDAY,MORE THAN READY,MORE THAN READY,,,,0,,,1901-01-01,SEQUEL NEW YORK AGENT,,,,KINGS EQUINE,,,,115000,,,,,T,0.0,,IWASREADYYESTERDAY,MITOLE,MORE THAN READY,
