SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,YEARFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,UTT,STATUS,TDAM,tSire,tSireofdam,url-ut
2024,Y,24FTSARNYB,2024-08-12,1,2,506,506,No Horse,No Horse,,,2023-02-26,2023,1,CH,C,,Y,,,NY,INSTAGRAND,INSTAGRAND,INTERLACE,INTERLACE,DECLARATION OF WAR,DECLARATION OF WAR,,,,0,,,1901-01-01,HUNTER VALLEY FARM AGENT,,,,JOSE MUNOZ,,,,15000,,https://vimeo.com/995633506,,,T,0.0,,INTERLACE,INSTAGRAND,DECLARATION OF WAR,
2024,Y,24FTSARNYB,2024-08-12,1,2,507,507,No Horse,No Horse,,,2023-02-02,2023,1,B,F,,Y,,,NY,UNION RAGS,UNION RAGS,IN THE WIND,IN THE WIND,BIG BLUE KITTEN,BIG BLUE KITTEN,,,,0,,,1901-01-01,HUNTER VALLEY FARM AGENT,,,,OUT,,,,0,,,,,T,0.0,,IN THE WIND,UNION RAGS,BIG BLUE KITTEN,
2024,Y,24FTSARNYB,2024-08-12,1,2,508,508,No Horse,No Horse,,,2023-04-26,2023,1,DKB,C,,Y,,,NY,CAIRO PRINCE,CAIRO PRINCE,IRISH DANZING,IRISH DANZING,DANZA,DANZA,,,,0,,,1901-01-01,WINTER QUARTER FARM AGENT II,,,,THE ELKSTONE GROUP LLC & MICHAEL DUBB,,,,52000,,,,,T,0.0,,IRISH DANZING,CAIRO PRINCE,DANZA,
2024,Y,24FTSARNYB,2024-08-12,1,2,509,509,No Horse,No Horse,,,2023-03-26,2023,1,DKB,C,,Y,,,NY,FLAMEAWAY,FLAMEAWAY,ISLE GET READY,ISLE GET READY,MORE THAN READY,MORE THAN READY,,,,0,,,1901-01-01,HUNTER VALLEY FARM AGENT,,,,NOT SOLD,,,,17000,,https://vimeo.com/996442365?share=copy,,,T,0.0,,ISLE GET READY,FLAMEAWAY,MORE THAN READY,
2024,Y,24FTSARNYB,2024-08-12,1,2,510,510,No Horse,No Horse,,,2023-05-01,2023,1,B,F,,Y,,,NY,WAR OF WILL,WAR OF WILL,IT'S MINE,IT'S MINE,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,0,,,1901-01-01,HUNTER VALLEY FARM AGENT,,,,GARY BARBER,,,,160000,,https://vimeo.com/993269293,,,T,0.0,,IT'S MINE,WAR OF WILL,MEDAGLIA D'ORO,
2024,Y,24FTSARNYB,2024-08-12,1,2,511,511,No Horse,No Horse,,,2023-05-07,2023,1,B,C,,Y,,,NY,GALILEAN,GALILEAN,IT'S TIMELESS,IT'S TIMELESS,MINESHAFT,MINESHAFT,,,,0,,,1901-01-01,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,BRONCO BLOODSTOCK,,,,95000,,https://youtu.be/bz8bTWQPOHs,,,T,0.0,,IT'S TIMELESS,GALILEAN,MINESHAFT,
2024,Y,24FTSARNYB,2024-08-12,1,2,512,512,No Horse,No Horse,,,2023-02-25,2023,1,CH,F,,Y,,,NY,CHARLATAN,CHARLATAN,JABUTICABA,JABUTICABA,CITY ZIP,CITY ZIP,,,,0,,,1901-01-01,VINERY SALES AGENT FOR ROCKRIDGE STUD LLC & ASCENDANT FARMS,,,,III STOOGES,,,,75000,,https://vimeo.com/997092906,,,T,0.0,,JABUTICABA,CHARLATAN,CITY ZIP,
2024,Y,24FTSARNYB,2024-08-12,1,2,513,513,No Horse,No Horse,,,2023-02-25,2023,1,CH,C,,Y,,,NY,PRACTICAL JOKE,PRACTICAL JOKE,JB'S GOLDEN REGRET,JB'S GOLDEN REGRET,BANKER'S GOLD,BANKER'S GOLD,,,,0,,,1901-01-01,TAYLOR MADE SALES AGENCY AGENT XXXV,,,,OUT,,,,0,,https://youtu.be/36YHOCX1Qe4,,,T,0.0,,JB'S GOLDEN REGRET,PRACTICAL JOKE,BANKER'S GOLD,
2024,Y,24FTSARNYB,2024-08-12,1,2,514,514,No Horse,No Horse,,,2023-05-13,2023,1,B,F,,Y,,,NY,BOLT D'ORO,BOLT D'ORO,JETBIRD,JETBIRD,WILDCAT HEIR,WILDCAT HEIR,,,,0,,,1901-01-01,SEQUEL NEW YORK AGENT VIII,,,,OUT,,,,0,,https://vimeo.com/995059602,,,T,0.0,,JETBIRD,BOLT D'ORO,WILDCAT HEIR,
2024,Y,24FTSARNYB,2024-08-12,1,2,515,515,No Horse,No Horse,,,2023-04-05,2023,1,CH,F,,Y,,,NY,CUPID,CUPID,J M R FENDI,J M R FENDI,OLD FORESTER,OLD FORESTER,,,,0,,,1901-01-01,NORTHVIEW STALLION STATION (DAVID WADE) AGENT,,,,NOT SOLD,,,,37000,,https://vimeo.com/996776761,,,T,0.0,,J M R FENDI,CUPID,OLD FORESTER,
